ID,sample,start_date,progress,duration_in_seconds,finished,q2_1,q2_2,q3_1,q3_2,q4_2,q4_4_1,q4_4_2,q4_4_3,q4_4_4,q4_4_5,q4_4_6,q4_4_7,q4_6_1,q4_6_2,q4_6_3,q6_1_1,q6_1_2,q6_1_3,q6_1_4,q6_1_5,q6_1_6,q6_1_7,q6_3_1,q6_3_2,q6_3_3,q6_5_1,q7_1_1,q7_1_5,q7_2,q8_1,q9_1,q9_2,q9_3,duration_mins,progress_cat,q5_label,q5,comfort
17,Random,2021-10-10,100,348,True,8,Sometimes,I am aware of some of the NHMRC documents or policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,NA,NA,NA,NA,NA,NA,NA,Agree,Neutral,Disagree,6,NA,NA,Somewhat comfortable,Independent medical panel (new system),Basic Science,Male,21 years or more,5.8,(75,100],Caring for a child,Yes,Comfortable
18,Random,2021-10-10,100,771,True,2,Always,I am aware of some of the NHMRC documents or policies on career disruption,Neutral,Yes, I have medical or social circumstances and would include them,Disagree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,NA,NA,NA,0,2,4,Somewhat uncomfortable,Other,Health Services Research,Female,5 years or less,12.85,(75,100],Caring for an elderly relative,No,Uncomfortable
19,Random,2021-10-10,100,397,True,2,Sometimes,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,NA,NA,NA,2.7,NA,NA,Neither comfortable nor uncomfortable,Scientific panel (current system),Clinical Medicine and Science,Male,21 years or more,6.61666666666667,(75,100],Caring for an elderly relative,No,Neutral
20,Random,2021-10-10,100,656,True,0,NA,I don’t know any NHMRC documents or policies on career disruption,Disagree,No, I have medical or social circumstances but would not include them,Agree,Neutral,Neutral,Neutral,Neutral,NA,Disagree,Neutral,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,NA,NA,Somewhat comfortable,Not sure,Health Services Research,Male,5 years or less,10.9333333333333,(75,100],Caring for a child,Yes,Comfortable
21,Random,2021-10-10,100,247,True,3,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,NA,NA,NA,Neither comfortable nor uncomfortable,Scientific panel (current system),Basic Science,Female,11 to 15 years,4.11666666666667,(75,100],Caring for a child,Yes,Neutral
22,Random,2021-10-10,100,1116,True,13,Always,I am aware of some of the NHMRC documents or policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,12,8,12,Extremely comfortable,Independent medical panel (new system),Clinical Medicine and Science,Female,16 to 20 years,18.6,(75,100],Caring for a child,Yes,Comfortable
23,Random,2021-10-10,100,507,True,11,Sometimes,I am aware of some of the NHMRC documents or policies on career disruption,Neutral,Yes, I have medical or social circumstances and would include them,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,NA,NA,NA,NA,NA,NA,NA,Agree,Neutral,Disagree,NA,NA,NA,Somewhat uncomfortable,Independent medical panel (new system),Basic Science,Female,6 to 10 years,8.45,(75,100],Caring for an elderly relative,Yes,Uncomfortable
24,Random,2021-10-10,100,677,True,7,Rarely,I don’t know any NHMRC documents or policies on career disruption,Neutral,Other,NA,Disagree,NA,NA,NA,Agree,Disagree,NA,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Not sure,Clinical Medicine and Science,Male,21 years or more,11.2833333333333,(75,100],A car accident,No,Neutral
25,Random,2021-10-10,100,273,True,5,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,Neutral,Neutral,Neutral,NA,NA,NA,NA,NA,NA,NA,Agree,Neutral,Neutral,2,NA,NA,Neither comfortable nor uncomfortable,Not sure,Clinical Medicine and Science,Male,11 to 15 years,4.55,(75,100],A car accident,Yes,Neutral
26,Random,2021-10-10,100,680,True,6,Rarely,I am aware of some of the NHMRC documents or policies on career disruption,Neutral,No, I have no medical or social circumstances to write about,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,NA,NA,Somewhat uncomfortable,Not sure,Health Services Research,Male,11 to 15 years,11.3333333333333,(75,100],Severe depression,Yes,Uncomfortable
27,Random,2021-10-10,100,434,True,0,Never,I don’t know any NHMRC documents or policies on career disruption,Disagree,No, I have no medical or social circumstances to write about,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Agree,Neutral,Disagree,NA,NA,NA,Somewhat uncomfortable,Independent medical panel (new system),Clinical Medicine and Science,Male,5 years or less,7.23333333333333,(75,100],Caring for an elderly relative,Yes,Uncomfortable
28,Random,2021-10-10,100,240,True,0,Never,I am aware of some of the NHMRC documents or policies on career disruption,Neutral,No, I have no medical or social circumstances to write about,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,NA,NA,NA,Extremely comfortable,Scientific panel (current system),Clinical Medicine and Science,Male,21 years or more,4,(75,100],Severe depression,Yes,Comfortable
29,Random,2021-10-10,100,316,True,0,Never,I don’t know any NHMRC documents or policies on career disruption,Disagree,No, I have no medical or social circumstances to write about,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,12,NA,NA,Somewhat uncomfortable,Independent medical panel (new system),Public Health,Male,6 to 10 years,5.26666666666667,(75,100],Caring for a child,Yes,Uncomfortable
30,Random,2021-10-10,100,367,True,10,Rarely,I am aware of some of the NHMRC documents or policies on career disruption,Disagree,Other,NA,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Disagree,6,6,6,Extremely comfortable,Scientific panel (current system),Basic Science,Female,6 to 10 years,6.11666666666667,(75,100],Caring for an elderly relative,Yes,Comfortable
31,Random,2021-10-10,100,361,True,0,NA,I don’t know any NHMRC documents or policies on career disruption,Disagree,Yes, I have medical or social circumstances and would include them,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Neutral,NA,NA,NA,Neither comfortable nor uncomfortable,Not sure,Health Services Research,Female,5 years or less,6.01666666666667,(75,100],Caring for a child,Yes,Neutral
32,Random,2021-10-10,100,258,True,10,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,Neutral,Disagree,Agree,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,NA,NA,NA,Neither comfortable nor uncomfortable,Scientific panel (current system),Clinical Medicine and Science,Male,11 to 15 years,4.3,(75,100],Caring for an elderly relative,Yes,Neutral
33,Random,2021-10-10,100,860,True,14,Never,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,NA,NA,NA,Somewhat uncomfortable,Other,Basic Science,Male,11 to 15 years,14.3333333333333,(75,100],Severe depression,Yes,Uncomfortable
34,Random,2021-10-10,100,1392,True,1,Always,I am aware of some of the NHMRC documents or policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Agree,NA,NA,NA,Neither comfortable nor uncomfortable,Independent medical panel (new system),Clinical Medicine and Science,Female,6 to 10 years,23.2,(75,100],Caring for a child,Yes,Neutral
35,Random,2021-10-10,100,294,True,2,Never,I am aware of some of the NHMRC documents or policies on career disruption,Neutral,No, I have no medical or social circumstances to write about,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,2.9,NA,Somewhat uncomfortable,Independent medical panel (new system),Basic Science,Male,21 years or more,4.9,(75,100],A car accident,Yes,Uncomfortable
36,Random,2021-10-11,100,1100,True,0,NA,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,6,NA,NA,Extremely comfortable,Independent medical panel (new system),Clinical Medicine and Science,Male,6 to 10 years,18.3333333333333,(75,100],A car accident,Yes,Comfortable
37,Random,2021-10-11,100,235,True,6,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,NA,NA,Extremely comfortable,Not sure,Health Services Research,Female,16 to 20 years,3.91666666666667,(75,100],Caring for a child,Yes,Comfortable
38,Random,2021-10-11,100,388,True,0,Never,I am aware of some of the NHMRC documents or policies on career disruption,Disagree,No, I have no medical or social circumstances to write about,NA,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,4,NA,Extremely comfortable,Not sure,Public Health,Female,5 years or less,6.46666666666667,(75,100],Caring for an elderly relative,Yes,Comfortable
39,Random,2021-10-11,100,537,True,4,Never,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,NA,NA,NA,NA,NA,NA,NA,Agree,Neutral,Disagree,12,6,6,Somewhat comfortable,Scientific panel (current system),Public Health,Male,6 to 10 years,8.95,(75,100],Caring for an elderly relative,Yes,Comfortable
40,Random,2021-10-11,100,512,True,2,Always,I am aware of some of the NHMRC documents or policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,NA,0,NA,Extremely uncomfortable,Not sure,Health Services Research,Male,11 to 15 years,8.53333333333333,(75,100],Severe depression,Yes,Uncomfortable
41,Random,2021-10-11,100,1043,True,13,Always,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,4,4,NA,Somewhat comfortable,Not sure,Public Health,Female,11 to 15 years,17.3833333333333,(75,100],A car accident,Yes,Comfortable
42,Random,2021-10-11,100,505,True,0,Never,I don’t know any NHMRC documents or policies on career disruption,Disagree,No, I have no medical or social circumstances to write about,Agree,Agree,Agree,Agree,Neutral,NA,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,NA,NA,NA,12,NA,NA,Somewhat uncomfortable,Independent medical panel (new system),Health Services Research,Female,5 years or less,8.41666666666667,(75,100],Caring for an elderly relative,No,Uncomfortable
43,Random,2021-10-11,100,372,True,0,Never,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,6,6,6,Extremely comfortable,Not sure,Public Health,Female,5 years or less,6.2,(75,100],Caring for a child,Yes,Comfortable
44,Random,2021-10-11,100,862,True,1,Always,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,NA,NA,Somewhat comfortable,Other,Clinical Medicine and Science,Male,16 to 20 years,14.3666666666667,(75,100],A car accident,Yes,Comfortable
45,Random,2021-10-11,100,10594,True,6,Sometimes,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,12,6,12,Extremely comfortable,Other,Basic Science,Male,16 to 20 years,176.566666666667,(75,100],Severe depression,Yes,Comfortable
46,Random,2021-10-11,100,1768,True,3,Always,I am aware of some of the NHMRC documents or policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,NA,4,NA,Somewhat comfortable,Scientific panel (current system),Basic Science,Female,6 to 10 years,29.4666666666667,(75,100],Caring for an elderly relative,Yes,Comfortable
47,Random,2021-10-11,100,1367,True,12,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,0,NA,Neither comfortable nor uncomfortable,Other,Basic Science,Male,11 to 15 years,22.7833333333333,(75,100],Severe depression,Yes,Neutral
48,Random,2021-10-11,100,247,True,5,Sometimes,I am aware of some of the NHMRC documents or policies on career disruption,Agree,Yes, I have medical or social circumstances and would include them,Disagree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,NA,NA,NA,6.1,6.1,6.1,Somewhat comfortable,Independent medical panel (new system),Basic Science,Female,5 years or less,4.11666666666667,(75,100],Severe depression,No,Comfortable
49,Random,2021-10-11,100,899,True,12,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Neutral,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,6,6,6,Neither comfortable nor uncomfortable,Scientific panel (current system),Basic Science,Non-binary / third gender,11 to 15 years,14.9833333333333,(75,100],Caring for an elderly relative,Yes,Neutral
50,Random,2021-10-12,100,351,True,5,Sometimes,I am aware of some of the NHMRC documents or policies on career disruption,Neutral,No, I have no medical or social circumstances to write about,Neutral,Neutral,Disagree,Disagree,NA,Agree,Disagree,Disagree,Neutral,Agree,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,NA,NA,NA,Neither comfortable nor uncomfortable,Not sure,Basic Science,Male,16 to 20 years,5.85,(75,100],Caring for a child,Yes,Neutral
51,Random,2021-10-12,100,432,True,16,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Neutral,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,0,NA,Somewhat uncomfortable,Independent medical panel (new system),Basic Science,Male,21 years or more,7.2,(75,100],Caring for a child,Yes,Uncomfortable
52,Random,2021-10-12,100,504,True,0,Never,I don’t know any NHMRC documents or policies on career disruption,Disagree,No, I have medical or social circumstances but would not include them,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,6,NA,NA,Extremely uncomfortable,Scientific panel (current system),Public Health,Female,6 to 10 years,8.4,(75,100],Caring for a child,Yes,Uncomfortable
53,Random,2021-10-11,100,54005,True,1,Never,I don’t know any NHMRC documents or policies on career disruption,Neutral,No, I have no medical or social circumstances to write about,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,NA,3,0,12,Extremely comfortable,Independent medical panel (new system),Health Services Research,Female,5 years or less,900.083333333333,(75,100],Caring for an elderly relative,Yes,Comfortable
54,Random,2021-10-12,100,699,True,0,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have medical or social circumstances but would not include them,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,NA,NA,NA,6,6,NA,Somewhat uncomfortable,Scientific panel (current system),Public Health,Female,6 to 10 years,11.65,(75,100],Severe depression,No,Uncomfortable
55,Random,2021-10-12,100,311,True,5,Rarely,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Agree,NA,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,NA,NA,NA,Extremely comfortable,Other,Public Health,Female,6 to 10 years,5.18333333333333,(75,100],A car accident,Yes,Comfortable
56,Random,2021-10-11,100,122435,True,0,Never,I am aware of some of the NHMRC documents or policies on career disruption,Disagree,Yes, I have medical or social circumstances and would include them,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,NA,NA,NA,NA,1.9,8,Somewhat comfortable,Independent medical panel (new system),Clinical Medicine and Science,Female,5 years or less,2040.58333333333,(75,100],Severe depression,No,Comfortable
57,Random,2021-10-13,100,941,True,1,Never,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,6,0,NA,Neither comfortable nor uncomfortable,Scientific panel (current system),Health Services Research,Female,5 years or less,15.6833333333333,(75,100],Caring for an elderly relative,Yes,Neutral
58,Random,2021-10-10,100,241770,True,1,Always,I don’t know any NHMRC documents or policies on career disruption,Neutral,Yes, I have medical or social circumstances and would include them,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Disagree,NA,2,NA,Neither comfortable nor uncomfortable,Other,Public Health,Female,6 to 10 years,4029.5,(75,100],Caring for an elderly relative,Yes,Neutral
59,Random,2021-10-13,100,259,True,5,Never,I am fully aware of all relevant NHMRC documents and policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,NA,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NA,NA,NA,12,6,6,Neither comfortable nor uncomfortable,Scientific panel (current system),Basic Science,Male,21 years or more,4.31666666666667,(75,100],A car accident,No,Neutral
60,Random,2021-10-13,100,316,True,0,Never,I don’t know any NHMRC documents or policies on career disruption,Disagree,Yes, I have medical or social circumstances and would include them,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Neutral,NA,4,NA,Extremely comfortable,Scientific panel (current system),Basic Science,Male,11 to 15 years,5.26666666666667,(75,100],Severe depression,Yes,Comfortable
61,Random,2021-10-14,100,1358,True,5,Never,I am aware of some of the NHMRC documents or policies on career disruption,Agree,No, I have no medical or social circumstances to write about,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,Agree,Neutral,Disagree,6,0,NA,Somewhat comfortable,Scientific panel (current system),Basic Science,Male,21 years or more,22.6333333333333,(75,100],Caring for a child,Yes,Comfortable
